kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
K03436.01,Kepler-1499 b,CONFIRMED,44.2008,6.55E-04,-6.55E-04,0.6811,0.2728,-0.4783,4.678,0.27,-0.27,2.22E+02,1.85E+01,-1.85E+01,0.014443,2.91E-03,-1.51E-03,1.54773,1.88616,-1.48092,1.19,2.44E+00,-1.20E-01,0.2196,,,409,,,6.59,62.58,-1.71,54.3,22,-22,14,1,5002,149,-119,4.543,0.062,-0.893,-0.18,0.32,-0.24,0.753,1.548,-0.073,0.723,0.207,-0.055
K03437.01,Kepler-1500 b,CONFIRMED,15.0330105,1.61E-04,-1.61E-04,0.1488,0.3083,-0.1488,5.416,0.269,-0.269,1.37E+02,1.09E+01,-1.09E+01,0.010781,3.12E-04,-7.72E-04,0.79863,0.28651,-0.30582,1.08,4.20E-01,-1.40E-01,0.1124,,,760,,,78.91,92.02,-24.95,21.21,7.6,-7.6,12.5,2,6033,174,-163,4.436,0.102,-0.269,-0.64,0.3,-0.26,0.917,0.358,-0.116,0.837,0.117,-0.058
K03438.01,Kepler-1501 b,CONFIRMED,14.5564533,1.12E-04,-1.12E-04,0.7325,0.1786,-0.4895,4.57,0.154,-0.154,1.16E+02,7.00E+00,-7.00E+00,0.010627,1.47E-03,-8.07E-04,0.43575,0.84052,-0.03647,1.38,9.10E-01,-1.80E-01,0.124,,,876,,,139.52,285.91,-47.69,16.96,8.2,-8.2,18.7,1,6425,161,-236,4.368,0.07,-0.366,-0.02,0.22,-0.34,1.186,0.785,-0.149,1.196,0.279,-0.183
K03439.01,Kepler-1502 b,CONFIRMED,41.7083629,3.49E-04,-3.49E-04,0.5225,0.4082,-0.3034,8.401,0.21,-0.21,3.14E+02,1.56E+01,-1.56E+01,0.016742,1.83E-04,-9.41E-04,0.39395,0.26838,-0.0196,2.11,9.90E-01,-2.50E-01,0.2482,,,613,,,33.46,46.02,-11.13,33.1,11.3,-11.3,23.2,1,6446,154,-234,4.381,0.069,-0.281,-0.1,0.2,-0.34,1.155,0.543,-0.139,1.17,0.232,-0.17
K03443.01,Kepler-1503 b,CONFIRMED,96.16987,1.18E-03,-1.18E-03,0.2709,0.1856,-0.2704,7.471,0.294,-0.294,9.24E+02,5.75E+01,-5.75E+01,0.027633,1.47E-03,-9.06E-04,1.89469,0.42881,-0.68771,2.14,4.40E-01,-1.60E-01,0.3753,,,324,,,2.59,1.69,-0.61,97.5,22.1,-22.1,19.3,1,5334,177,-148,4.617,0.033,-0.115,-0.44,0.36,-0.28,0.71,0.145,-0.053,0.761,0.106,-0.071
K03445.01,Kepler-1504 b,CONFIRMED,82.304003,1.59E-03,-1.59E-03,0.0358,0.4003,-0.0357,13.843,0.464,-0.464,7.22E+02,4.37E+01,-4.37E+01,0.024475,1.08E-03,-9.17E-04,0.28092,0.00011,-0.12471,2.27,9.90E-01,-2.00E-01,0.3562,,,391,,,5.55,7.27,-1.4,46.5074,0.0182,-0.0182,22.1,1,5751,165,-150,4.53,0.042,-0.291,-0.28,0.3,-0.26,0.848,0.37,-0.075,0.888,0.111,-0.082
K03456.01,Kepler-1505 b,CONFIRMED,30.8609366,2.25E-04,-2.25E-04,0.2778,0.1737,-0.2777,4.109,0.194,-0.194,1.11E+02,8.30E+00,-8.30E+00,0.009712,5.05E-04,-4.22E-04,3.43354,1.04302,-1.07252,1.13,4.20E-01,-1.50E-01,0.1908,,,625,,,36.13,39.42,-11.97,55.7,16.9,-16.9,15.4,1,6008,156,-174,4.373,0.103,-0.255,-0.2,0.27,-0.28,1.062,0.397,-0.141,0.972,0.148,-0.108
K03458.01,Kepler-1506 b,CONFIRMED,14.0329154,2.81E-04,-2.81E-04,0.0874,0.373,-0.0874,6.844,0.39,-0.39,2.14E+02,2.28E+01,-2.28E+01,0.013369,9.10E-04,-8.12E-04,0.38064,0.04692,-0.18881,1.46,5.90E-01,-1.40E-01,0.1168,,,783,,,88.83,105.33,-26.18,15.82,2,-2,11.4,1,6063,164,-226,4.47,0.047,-0.283,-0.02,0.2,-0.3,1.001,0.402,-0.094,1.079,0.193,-0.138
K03465.01,Kepler-1507 b,CONFIRMED,16.0506213,1.45E-04,-1.45E-04,0.0123,0.432,-0.0123,2.939,0.225,-0.225,9.45E+01,8.40E+00,-8.40E+00,0.008763,3.05E-04,-7.12E-04,5.47336,0.41766,-3.14282,0.87,5.10E-01,-1.20E-01,0.1155,,,674,,,48.87,88.24,-16.07,42.08,3.2,-3.2,11.7,1,5443,162,-139,4.42,0.123,-0.365,-0.18,0.34,-0.26,0.911,0.528,-0.125,0.798,0.148,-0.06
K03468.01,Kepler-1508 b,CONFIRMED,20.7056504,5.50E-04,-5.50E-04,0.1354,0.3143,-0.1354,9.029,0.441,-0.441,1.15E+02,1.10E+01,-1.10E+01,0.009764,5.92E-04,-5.45E-04,0.23816,0.03123,-0.09987,0.98,4.10E-01,-1.30E-01,0.138,,,655,,,43.45,53.9,-14.32,17.54,2.3,-2.3,12.8,1,5746,171,-143,4.421,0.117,-0.265,-0.4,0.32,-0.24,0.921,0.379,-0.128,0.817,0.129,-0.056
K03470.02,Kepler-1509 b,CONFIRMED,25.4338197,3.11E-04,-3.11E-04,0.0852,0.357,-0.0851,6.424,0.24,-0.24,3.45E+02,2.47E+01,-2.47E+01,0.01699,9.02E-04,-6.02E-04,0.84278,0.05927,-0.31694,1.91,8.80E-01,-2.00E-01,0.1733,,,653,,,42.87,59.45,-13.05,30.66,2.2,-2.2,16.1,2,6077,167,-226,4.445,0.054,-0.307,-0.02,0.2,-0.3,1.027,0.476,-0.103,1.068,0.22,-0.133
K03484.01,Kepler-1510 b,CONFIRMED,84.703921,1.90E-03,-1.90E-03,0.0405,0.4103,-0.0404,10.447,0.41,-0.41,6.83E+02,4.65E+01,-4.65E+01,0.024009,1.01E-03,-1.12E-03,0.67136,0.02174,-0.28188,2.97,1.67E+00,-3.50E-01,0.3888,,,473,,,11.85,20.55,-3.97,63.38,2.1,-2.1,16.8,1,6286,179,-239,4.368,0.082,-0.318,-0.08,0.22,-0.3,1.132,0.638,-0.134,1.087,0.272,-0.115
K03496.01,Kepler-1511 b,CONFIRMED,23.2382792,2.22E-04,-2.22E-04,0.187,0.2556,-0.1869,8.191,0.196,-0.196,1.80E+02,8.20E+00,-8.20E+00,0.012418,4.89E-04,-2.87E-04,0.35178,0.0424,-0.11077,2.28,1.22E+00,-6.30E-01,0.1753,,,903,,,157.09,253.44,-87.27,21.57,2.6,-2.6,18.8,2,6602,183,-259,4.108,0.198,-0.299,-0.12,0.24,-0.32,1.685,0.894,-0.468,1.333,0.271,-0.279
K03497.01,Kepler-1512 b,CONFIRMED,20.35972599,5.87E-05,-5.87E-05,0.0051,0.4314,-0.0051,1.9164,0.0787,-0.0787,3.40E+02,1.48E+01,-1.48E+01,0.016237,8.24E-04,-4.10E-04,25.60854,2.31376,-8.95054,1.24,1.10E-01,-1.10E-01,0.1294,,,474,,,11.89,4.54,-3.22,82.48,7.5,-7.5,25.9,1,4623,180,-152,4.593,0.042,-0.035,-0.06,0.3,-0.3,0.698,0.062,-0.061,0.696,0.075,-0.06
K03663.01,Kepler-86 b,CONFIRMED,282.5254856,1.09E-04,-1.09E-04,0.3183,0.0306,-0.0343,10.8101,0.0244,-0.0244,9.85E+03,1.59E+01,-1.59E+01,0.091565,2.00E-04,-2.59E-04,2.14717,0.07793,-0.07008,11.24,4.78E+00,-1.59E+00,0.8454,,,306,,,2.06,2.55,-0.71,208.47,7.6,-7.6,729.9,1,6007,147,-175,4.34,0.116,-0.266,-0.08,0.24,-0.3,1.124,0.478,-0.159,1.007,0.192,-0.112
K03678.01,Kepler-1513 b,CONFIRMED,160.8846509,7.72E-05,-7.72E-05,0.2558,0.047,-0.1258,10.7536,0.0308,-0.0308,7.73E+03,1.39E+01,-1.39E+01,0.080359,1.35E-04,-5.10E-04,1.26197,0.12897,-0.00075,9.16,3.91E+00,-1.84E+00,0.5416,,,346,,,3.39,4.5,-1.46,120,12.3,-12.3,690.7,1,5650,194,-162,4.313,0.196,-0.267,-0.28,0.34,-0.24,1.044,0.445,-0.21,0.818,0.147,-0.058
K03680.01,Kepler-1657 b,CONFIRMED,141.2416467,9.87E-05,-9.87E-05,0.1338,0.0447,-0.1338,6.7544,0.0218,-0.0218,1.36E+04,4.18E+01,-4.18E+01,0.106721,3.00E-04,-3.12E-04,5.12589,0.17778,-0.15225,10.64,4.02E+00,-8.50E-01,0.5319,,,342,,,3.25,3.62,-0.8,175.5,6.1,-6.1,423.4,1,5926,161,-172,4.519,0.033,-0.276,-0.12,0.24,-0.28,0.913,0.345,-0.073,1.004,0.11,-0.119
K03681.01,Kepler-1514 b,CONFIRMED,217.8317626,1.06E-04,-1.06E-04,0.1882,0.0319,-0.0374,21.3037,0.025,-0.025,9.18E+03,8.40E+00,-8.40E+00,0.088657,9.60E-05,-1.34E-04,0.23428,0.00493,-0.00409,22.02,7.25E+00,-1.07E+01,0.7308,,,497,,,14.38,14.43,-11.08,83.76,1.8,-1.8,1228.1,2,6382,204,-215,3.764,0.479,-0.192,-0.84,0.3,-0.3,2.274,0.749,-1.108,1.093,0.201,-0.246
K03683.01,Kepler-1515 b,CONFIRMED,214.3114164,1.28E-04,-1.28E-04,0.0587,0.0546,-0.0587,16.1734,0.0166,-0.0166,4.54E+03,7.20E+00,-7.20E+00,0.062147,1.00E-04,-5.10E-05,0.50965,0.00492,-0.00737,9.33,5.29E+00,-1.86E+00,0.7455,,,390,,,5.49,9.25,-2.39,107.36,1,-1,883.5,1,6517,148,-202,4.241,0.138,-0.314,-0.16,0.23,-0.3,1.375,0.779,-0.275,1.203,0.284,-0.185
K03685.02,Kepler-1516 b,CONFIRMED,7.25931979,3.61E-05,-3.61E-05,0.204,0.2194,-0.204,6.198,0.117,-0.117,2.64E+02,1.07E+01,-1.07E+01,0.014902,5.19E-04,-3.25E-04,0.25448,0.02187,-0.07777,1.61,5.90E-01,-2.00E-01,0.0718,,,967,,,206.88,225.05,-65.71,8.917,0.766,-0.766,34.5,2,5914,160,-169,4.421,0.087,-0.259,-0.22,0.28,-0.28,0.987,0.365,-0.123,0.938,0.128,-0.098
K03728.01,Kepler-1517 b,CONFIRMED,5.546083665,7.09E-06,-7.09E-06,0.7412,0.0083,-0.5392,2.3929,0.0772,-0.0772,2.15E+03,3.94E+01,-3.94E+01,0.04592,4.14E-03,-2.64E-03,1.38103,2.37997,-0.29984,20.24,2.23E+00,-7.84E+00,0.078,,,2335,,,7027.09,2733.33,-4809,13.1,5.6,-5.6,73.7,1,7358,223,-310,3.538,0.315,-0.095,-0.08,0.28,-0.32,4.037,0.445,-1.565,2.054,0.169,-0.474
K03741.03,Kepler-1518 b,CONFIRMED,5.11177904,5.08E-05,-5.08E-05,0.2011,0.2718,-0.2009,2.96,0.22,-0.22,2.73E+02,2.61E+01,-2.61E+01,0.015312,1.15E-03,-6.33E-04,1.6445,0.39819,-0.79775,2.25,1.10E+00,-4.80E-01,0.0593,,,1351,,,788,1153.35,-362.43,13.15,3.2,-3.2,13.3,4,6432,168,-218,4.207,0.182,-0.262,-0.34,0.24,-0.32,1.345,0.66,-0.286,1.06,0.25,-0.125
K03762.01,Kepler-1519 b,CONFIRMED,240.7989397,6.12E-04,-6.12E-04,0.6356,0.0334,-0.068,16.442,0.171,-0.171,5.40E+03,3.83E+01,-3.83E+01,0.070611,5.32E-04,-1.15E-03,0.29222,0.04685,-0.04337,6.84,2.96E+00,-5.60E-01,0.7509,,,283,,,1.52,1.97,-0.38,96.4,15.5,-15.5,174.8,1,5911,161,-174,4.53,0.033,-0.308,-0.2,0.27,-0.28,0.887,0.384,-0.073,0.972,0.114,-0.118
K03791.01,Kepler-460 b,CONFIRMED,440.786134,1.18E-03,-1.18E-03,0.212,0.0976,-0.2119,21.268,0.106,-0.106,2.27E+03,1.98E+01,-1.98E+01,0.044065,3.58E-04,-3.26E-04,0.41292,0.03734,-0.0335,6.7,3.16E+00,-1.61E+00,1.1455,,,308,,,2.14,3.02,-1.06,161.9,14.6,-14.6,181,2,6340,176,-199,4.163,0.218,-0.246,-0.38,0.28,-0.3,1.393,0.656,-0.336,1.031,0.228,-0.125
K03791.02,Kepler-460 c,CONFIRMED,220.1303357,6.39E-04,-6.39E-04,0.0468,0.2134,-0.0468,21.445,0.0867,-0.0867,1.89E+03,1.68E+01,-1.68E+01,0.040085,3.40E-04,-1.85E-04,0.21119,0.00255,-0.02223,6.1,2.87E+00,-1.47E+00,0.721,,,389,,,5.4,7.63,-2.66,81.481,0.984,-0.984,161.1,2,6340,176,-199,4.163,0.218,-0.246,-0.38,0.28,-0.3,1.393,0.656,-0.336,1.031,0.228,-0.125
K03794.01,Kepler-1520 b,CONFIRMED,0.653553572,1.61E-07,-1.61E-07,0.8829,0.0123,-0.0253,1.5399,0.0418,-0.0418,4.35E+03,3.57E+01,-3.57E+01,0.073866,8.66E-04,-2.68E-03,0.47074,0.08846,-0.06819,5.32,4.90E-01,-4.70E-01,0.0129,,,1436,,,1004.07,344.85,-263.32,2.199,0.413,-0.413,239.6,1,4550,140,-131,4.622,0.043,-0.036,-0.18,0.32,-0.32,0.66,0.06,-0.059,0.666,0.067,-0.059
K03835.01,Kepler-1521 b,CONFIRMED,47.14840805,7.92E-05,-7.92E-05,0.3074,0.1081,-0.3073,3.0668,0.0528,-0.0528,1.14E+03,2.49E+01,-2.49E+01,0.030428,6.23E-04,-7.83E-04,13.11557,2.42083,-3.1149,6.46,4.55E+00,-3.66E+00,0.2579,,,616,,,34.14,78.11,-28.45,115.5,21.3,-21.3,63.1,1,5089,160,-148,3.872,0.641,-0.391,0.12,0.24,-0.28,1.945,1.37,-1.103,1.029,0.324,-0.162
K03848.01,Kepler-1522 b,CONFIRMED,1.847889171,2.72E-06,-2.72E-06,0.2183,0.2016,-0.2183,1.8934,0.0396,-0.0396,3.35E+02,8.00E+00,-8.00E+00,0.016749,4.23E-04,-2.76E-04,2.27158,0.29572,-0.54932,1.56,5.50E-01,-1.30E-01,0.0289,,,1383,,,864.2,885.63,-210.24,7.429,0.967,-0.967,49.4,1,5770,145,-153,4.552,0.03,-0.259,-0.16,0.24,-0.28,0.853,0.302,-0.07,0.943,0.084,-0.11
K03867.01,Kepler-1523 b,CONFIRMED,0.93875077,1.16E-06,-1.16E-06,0.1175,0.3513,-0.1174,1.3901,0.0343,-0.0343,2.82E+02,7.50E+00,-7.50E+00,0.01535,6.24E-04,-1.81E-04,3.08339,0.51545,-0.87874,1.55,6.40E-01,-1.30E-01,0.0189,,,1796,,,2457.37,3006.38,-623.56,5.237,0.875,-0.875,46.4,1,5825,157,-180,4.516,0.032,-0.298,0.02,0.2,-0.28,0.923,0.382,-0.074,1.019,0.126,-0.12
K03878.01,Kepler-1524 b,CONFIRMED,70.9674603,1.72E-04,-1.72E-04,0.0474,0.2688,-0.0473,6.8992,0.0582,-0.0582,8.17E+02,1.30E+01,-1.30E+01,0.026141,4.86E-04,-1.84E-04,1.96319,0.07796,-0.29961,2.86,1.02E+00,-4.30E-01,0.3212,,,460,,,10.55,11.02,-3.66,80.55,3.2,-3.2,80.8,2,5900,155,-151,4.379,0.125,-0.243,-0.36,0.3,-0.26,1.002,0.358,-0.149,0.876,0.134,-0.07
K03892.01,Kepler-1525 b,CONFIRMED,2.416601183,5.28E-06,-5.28E-06,0.0429,0.3841,-0.0426,1.9656,0.0527,-0.0527,8.45E+01,2.80E+00,-2.80E+00,0.008362,2.52E-04,-1.83E-04,2.76006,0.06513,-1.04407,0.84,3.30E-01,-7.00E-02,0.0354,,,1309,,,694.24,778.87,-173.12,9.48,0.224,-0.224,34.9,1,5812,147,-168,4.513,0.034,-0.282,0.02,0.2,-0.28,0.923,0.356,-0.075,1.013,0.113,-0.119
K03893.01,Kepler-1526 b,CONFIRMED,3.908632005,7.40E-06,-7.40E-06,0.8268,0.0089,-0.5779,1.8427,0.0515,-0.0515,9.45E+02,3.17E+01,-3.17E+01,0.032341,1.81E-04,-4.88E-03,1.25976,4.64746,-0.05534,2.31,1.90E-01,-2.30E-01,0.0418,,,788,,,91.01,28.8,-25.35,10.06,4.6,-4.6,36.6,1,4518,133,-130,4.613,0.055,-0.027,-0.24,0.32,-0.32,0.653,0.054,-0.065,0.639,0.069,-0.053
K03901.01,Kepler-1527 b,CONFIRMED,160.129918,1.74E-03,-1.74E-03,0.6344,0.0361,-0.4938,13.176,0.297,-0.297,1.15E+03,4.45E+01,-4.45E+01,0.032553,3.53E-03,-1.58E-03,0.31933,0.33099,-0.02162,3.26,1.34E+00,-2.90E-01,0.5756,,,338,,,3.09,3.75,-0.83,75.6,26.1,-26.1,31.4,1,6075,160,-195,4.51,0.041,-0.299,-0.28,0.28,-0.3,0.916,0.378,-0.08,0.991,0.118,-0.125
K03911.01,Kepler-1528 b,CONFIRMED,1.791110205,7.70E-06,-7.70E-06,0.2465,0.1885,-0.2462,2.098,0.102,-0.102,1.91E+02,1.14E+01,-1.14E+01,0.012737,5.34E-04,-4.18E-04,1.57161,0.37455,-0.49105,1.39,6.00E-01,-1.30E-01,0.0296,,,1548,,,1356.76,1689.44,-373.95,6.44,1.5,-1.5,19.7,1,6040,144,-192,4.469,0.046,-0.298,-0.02,0.2,-0.3,0.999,0.429,-0.092,1.07,0.196,-0.134
K03916.01,Kepler-1529 b,CONFIRMED,5.33905686,1.28E-05,-1.28E-05,0.0703,0.3943,-0.0702,1.6507,0.0748,-0.0748,7.90E+02,3.57E+01,-3.57E+01,0.025203,1.43E-03,-4.87E-04,10.7205,1.30284,-4.26358,1.94,3.46E+00,-1.80E-01,0.0525,,,817,,,105.25,817.83,-27.49,25.28,3.1,-3.1,26.8,1,5057,156,-132,4.573,0.062,-0.872,-0.44,0.36,-0.26,0.704,1.258,-0.066,0.676,0.172,-0.043
K03925.02,Kepler-1530 b,CONFIRMED,2.5904434,1.72E-04,-1.72E-04,0.1071,0.3406,-0.107,2.1618,0.0993,-0.0993,3.49E+02,2.17E+01,-2.17E+01,0.016919,8.39E-04,-6.41E-04,2.25028,0.36065,-0.87224,2.41,1.06E+00,-5.60E-01,0.0371,,,1484,,,1147.44,1554.71,-546.81,9.28,1.5,-1.5,17.7,3,5678,184,-176,4.215,0.204,-0.235,0.2,0.18,-0.26,1.303,0.573,-0.299,1.015,0.216,-0.103
K03925.03,Kepler-1530 c,CONFIRMED,5.3227406,6.33E-04,-6.33E-04,0.0643,0.409,-0.0642,2.571,0.177,-0.177,3.47E+02,2.91E+01,-2.91E+01,0.016864,1.30E-03,-5.70E-04,2.76538,0.72013,-1.24119,2.4,1.05E+00,-5.50E-01,0.06,,,1167,,,438.71,594.42,-209.07,16.06,4.2,-4.2,13.9,3,5678,184,-176,4.215,0.204,-0.235,0.2,0.18,-0.26,1.303,0.573,-0.299,1.015,0.216,-0.103
K03928.01,Kepler-1531 b,CONFIRMED,1.138543376,2.59E-06,-2.59E-06,0.1988,0.2774,-0.1986,2.0922,0.0568,-0.0568,6.77E+01,2.50E+00,-2.50E+00,0.007639,2.61E-04,-1.71E-04,1.04402,0.1512,-0.33506,1.27,5.60E-01,-3.50E-01,0.0217,,,2414,,,8028.94,10269.35,-4315.49,4.151,0.601,-0.601,31.5,1,6522,167,-203,4.089,0.25,-0.235,-0.54,0.28,-0.3,1.528,0.665,-0.421,1.046,0.21,-0.129
K03935.01,Kepler-1532 b,CONFIRMED,1.093663559,2.16E-06,-2.16E-06,0.405,0.0172,-0.4049,1.4839,0.056,-0.056,2.33E+02,1.00E+01,-1.00E+01,0.014202,2.84E-04,-5.57E-04,2.32608,0.96009,-0.39258,1.35,5.50E-01,-1.10E-01,0.0205,,,1676,,,1864.25,2275.59,-455.57,5.28,2.2,-2.2,27.9,1,5835,157,-165,4.544,0.029,-0.296,-0.16,0.24,-0.28,0.869,0.359,-0.069,0.963,0.102,-0.113
K03946.01,Kepler-1533 b,CONFIRMED,308.5471,2.42E-03,-2.42E-03,0.1042,0.2596,-0.104,18.464,0.198,-0.198,5.11E+02,1.45E+01,-1.45E+01,0.020857,4.40E-04,-3.56E-04,0.433,0.00826,-0.1248,2.36,1.10E+00,-2.10E-01,0.9191,,,298,,,1.86,2.55,-0.5,129.65,2.5,-2.5,56.4,1,6363,151,-199,4.444,0.047,-0.306,-0.26,0.22,-0.3,1.035,0.486,-0.093,1.083,0.22,-0.124
K03954.02,Kepler-1534 b,CONFIRMED,5.71668872,2.93E-05,-2.93E-05,0.0003,0.4575,-0.0001,1.959,0.131,-0.131,4.95E+02,4.22E+01,-4.22E+01,0.020201,1.26E-03,-9.79E-04,6.81343,0.85623,-3.15428,1.95,8.20E-01,-2.00E-01,0.0599,,,955,,,196.51,256.31,-55.92,22.75,2.9,-2.9,12.9,2,5638,191,-163,4.488,0.063,-0.273,-0.18,0.3,-0.26,0.883,0.371,-0.091,0.875,0.117,-0.074
K03966.01,Kepler-1535 b,CONFIRMED,138.9442,1.21E-03,-1.21E-03,0.2759,0.1748,-0.2759,10.456,0.198,-0.198,5.33E+02,2.21E+01,-2.21E+01,0.021343,7.32E-04,-5.45E-04,0.97486,0.16144,-0.26215,1.97,8.40E-01,-1.50E-01,0.5125,,,343,,,3.26,4.09,-0.77,99.8,16.5,-16.5,29.7,1,6049,156,-167,4.552,0.03,-0.308,-0.46,0.28,-0.28,0.845,0.361,-0.063,0.928,0.101,-0.109
K03975.01,Kepler-1536 b,CONFIRMED,364.758031,5.82E-03,-5.82E-03,0.8607,0.0585,-0.5917,13.006,0.646,-0.646,1.62E+03,7.04E+01,-7.04E+01,0.04332,4.67E-03,-6.92E-03,0.2868,1.45065,-0.17936,2.98,2.50E-01,-3.30E-01,0.8507,,,166,,,0.18,0.07,-0.06,126.4,58.1,-58.1,28.6,1,4386,156,-170,4.629,0.062,-0.028,-0.26,0.33,-0.32,0.63,0.053,-0.069,0.616,0.066,-0.056
K03984.01,Kepler-1537 b,CONFIRMED,1.444453798,2.33E-06,-2.33E-06,0.4657,0.3859,-0.2685,0.9748,0.046,-0.046,2.22E+02,1.02E+01,-1.02E+01,0.013881,1.78E-04,-7.75E-04,9.67479,4.75223,-2.29768,2.2,1.35E+00,-8.40E-01,0.0245,,,1800,,,2479.44,4870.65,-1628.48,10.22,5,-5,26.8,1,5305,168,-150,4.088,0.39,-0.316,0.24,0.18,-0.22,1.449,0.895,-0.55,0.939,0.11,-0.075
K04005.01,Kepler-439 b,CONFIRMED,178.140456,1.87E-03,-1.87E-03,0.6618,0.0338,-0.495,10.104,0.278,-0.278,8.00E+02,4.18E+01,-4.18E+01,0.027295,4.40E-03,-1.75E-03,0.70658,0.7948,-0.48066,2.33,8.30E-01,-1.70E-01,0.5886,,,284,,,1.54,1.62,-0.34,105.8,39.7,-39.7,21,1,5592,155,-141,4.584,0.03,-0.22,-0.3,0.34,-0.28,0.782,0.277,-0.058,0.856,0.095,-0.088
K04009.01,Kepler-1538 b,CONFIRMED,175.138819,2.81E-03,-2.81E-03,0.504,0.4376,-0.3008,10.666,0.334,-0.334,6.78E+02,4.17E+01,-4.17E+01,0.024503,4.49E-04,-1.49E-03,0.86405,0.59148,-0.04222,2.94,1.57E+00,-3.20E-01,0.6344,,,361,,,4,6.37,-1.23,111.9,38.3,-38.3,19.3,2,6210,153,-210,4.4,0.066,-0.317,-0.02,0.2,-0.32,1.1,0.587,-0.119,1.106,0.255,-0.133
K04015.01,Kepler-1539 b,CONFIRMED,133.3036741,8.84E-04,-8.84E-04,0.0035,0.4233,-0.0035,7.416,0.148,-0.148,1.20E+03,4.49E+01,-4.49E+01,0.030999,1.30E-03,-5.98E-04,3.0216,0.2591,-0.82542,2.71,7.70E-01,-2.30E-01,0.4777,,,301,,,1.94,1.7,-0.49,141.6,12.1,-12.1,30.6,1,5269,173,-141,4.543,0.043,-0.177,-0.1,0.32,-0.26,0.801,0.228,-0.069,0.816,0.11,-0.074
K04016.01,Kepler-1540 b,CONFIRMED,125.4131177,4.19E-04,-4.19E-04,0.0198,0.4976,-0.0197,2.2134,0.0956,-0.0956,1.40E+03,7.41E+01,-7.41E+01,0.032959,2.21E-03,-1.10E-03,107.44923,7.70494,-53.60707,2.3,1.70E-01,-2.30E-01,0.4198,,,238,,,0.75,0.23,-0.21,447,32.1,-32.1,22.5,1,4366,129,-130,4.624,0.054,-0.025,-0.18,0.3,-0.32,0.639,0.048,-0.064,0.628,0.062,-0.056
K04024.01,Kepler-1541 b,CONFIRMED,8.40691199,2.70E-05,-2.70E-05,0.2048,0.2412,-0.2048,1.8785,0.0814,-0.0814,2.02E+02,1.12E+01,-1.12E+01,0.012861,6.03E-04,-4.58E-04,10.44514,1.26467,-4.2135,2.15,1.33E+00,-9.20E-01,0.0781,,,1048,,,285.67,561.11,-202.39,33.92,4.1,-4.1,20.5,1,5365,173,-141,4.02,0.47,-0.317,-0.06,0.3,-0.26,1.533,0.944,-0.66,0.899,0.11,-0.086
K04032.01,Kepler-1542 b,CONFIRMED,3.95116882,1.63E-05,-1.63E-05,0.4297,0.0374,-0.4143,2.5916,0.0986,-0.0986,6.14E+01,3.40E+00,-3.40E+00,0.007285,2.96E-04,-2.53E-04,1.45652,0.82483,-0.13903,0.95,3.20E-01,-2.20E-01,0.0466,,,1277,,,629.58,628.88,-293.43,10.63,3,-3,22.4,5,5731,155,-135,4.224,0.231,-0.222,-0.24,0.31,-0.24,1.19,0.405,-0.278,0.866,0.138,-0.061
