kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
K00593.01,Kepler-616 b,CONFIRMED,9.99761851,2.14E-05,-2.14E-05,0.2341,0.1631,-0.2339,3.2429,0.052,-0.052,6.44E+02,1.51E+01,-1.51E+01,0.023286,5.07E-04,-4.19E-04,2.44673,0.23939,-0.56909,2.48,9.80E-01,-2.20E-01,0.0927,,,860,,,129.18,149.36,-35.37,23.47,2.3,-2.3,47.5,4,6004,158,-197,4.484,0.043,-0.282,-0.02,0.2,-0.3,0.977,0.385,-0.087,1.061,0.169,-0.13
K00593.02,Kepler-616 c,CONFIRMED,90.4113556,4.52E-04,-4.52E-04,0.1992,0.2638,-0.199,6.523,0.13,-0.13,1.19E+03,3.16E+01,-3.16E+01,0.031558,8.63E-04,-7.02E-04,2.84933,0.26834,-0.92173,3.37,1.32E+00,-3.00E-01,0.4024,,,413,,,6.86,7.92,-1.88,107.2,10.1,-10.1,40.1,4,6004,158,-197,4.484,0.043,-0.282,-0.02,0.2,-0.3,0.977,0.385,-0.087,1.061,0.169,-0.13
K00596.01,Kepler-617 b,CONFIRMED,1.682696148,1.11E-06,-1.11E-06,0.1187,0.3064,-0.1186,1.38,0.0212,-0.0212,7.53E+02,1.14E+01,-1.14E+01,0.024759,6.28E-04,-3.22E-04,5.72929,0.30449,-1.66531,1.27,1.60E-01,-1.60E-01,0.0218,,,753,,,76.13,26.27,-21.89,9.501,0.505,-0.505,80.4,1,3678,52,-60,4.784,0.077,-0.077,0,0.1,-0.1,0.47,0.06,-0.06,0.49,0.06,-0.06
K00597.01,Kepler-194 c,CONFIRMED,17.30797625,5.26E-05,-5.26E-05,0.2102,0.2177,-0.21,5.0227,0.0803,-0.0803,6.61E+02,1.49E+01,-1.49E+01,0.023656,5.83E-04,-3.83E-04,1.1594,0.16122,-0.27865,2.6,9.60E-01,-3.10E-01,0.1294,,,748,,,74.01,81.11,-23.32,26.38,3.7,-3.7,47,3,6085,163,-186,4.417,0.08,-0.265,-0.3,0.28,-0.3,1.005,0.375,-0.12,0.962,0.129,-0.11
K00597.02,Kepler-194 b,CONFIRMED,2.092269993,6.31E-06,-6.31E-06,0.234,0.2169,-0.234,2.4458,0.0777,-0.0777,2.13E+02,8.10E+00,-8.10E+00,0.013464,4.79E-04,-2.69E-04,1.17237,0.29457,-0.30448,1.48,5.50E-01,-1.80E-01,0.0316,,,1514,,,1241.1,1359.99,-391.07,6.47,1.6,-1.6,30.6,3,6085,163,-186,4.417,0.08,-0.265,-0.3,0.28,-0.3,1.005,0.375,-0.12,0.962,0.129,-0.11
K00597.03,Kepler-194 d,CONFIRMED,52.8147284,3.47E-04,-3.47E-04,0.1272,0.3012,-0.127,7.267,0.136,-0.136,5.71E+02,2.13E+01,-2.13E+01,0.021932,8.15E-04,-3.93E-04,1.21039,0.0714,-0.4051,2.41,9.00E-01,-2.90E-01,0.2722,,,516,,,16.73,18.33,-5.27,56.3,3.3,-3.3,30.3,3,6085,163,-186,4.417,0.08,-0.265,-0.3,0.28,-0.3,1.005,0.375,-0.12,0.962,0.129,-0.11
K00598.01,Kepler-195 b,CONFIRMED,8.30784498,1.16E-05,-1.16E-05,0.0135,0.3945,-0.0135,3.1942,0.0445,-0.0445,8.24E+02,1.31E+01,-1.31E+01,0.025739,7.10E-04,-2.85E-04,2.32265,0.07473,-0.69483,2.22,5.30E-01,-1.70E-01,0.0769,,,753,,,76.08,56.25,-17.68,20.388,0.656,-0.656,68.5,2,5324,169,-140,4.585,0.026,-0.156,-0.04,0.28,-0.28,0.791,0.189,-0.06,0.884,0.067,-0.098
K00598.02,Kepler-195 c,CONFIRMED,34.0962295,2.12E-04,-2.12E-04,0.447,0.0249,-0.4469,4.048,0.143,-0.143,4.87E+02,2.39E+01,-2.39E+01,0.020338,4.01E-04,-1.19E-03,3.34604,1.80331,-0.56573,1.76,4.20E-01,-1.40E-01,0.1971,,,470,,,11.58,8.56,-2.69,59,15.9,-15.9,20.4,2,5324,169,-140,4.585,0.026,-0.156,-0.04,0.28,-0.28,0.791,0.189,-0.06,0.884,0.067,-0.098
K00600.01,Kepler-618 b,CONFIRMED,3.595769645,8.82E-06,-8.82E-06,0.8591,0.0074,-0.6219,3.3249,0.043,-0.043,4.25E+02,1.00E+01,-1.00E+01,0.021619,1.25E-04,-2.61E-03,0.14797,0.74787,-0.01691,2.39,1.09E+00,-2.30E-01,0.0468,,,1252,,,581.32,785.74,-163.62,4.66,2.1,-2.1,47.5,1,6108,152,-200,4.453,0.049,-0.308,-0.08,0.22,-0.3,1.011,0.465,-0.095,1.052,0.207,-0.124
K00601.01,Kepler-619 b,CONFIRMED,5.404272197,5.55E-06,-5.55E-06,0.1609,0.2131,-0.1609,2.4748,0.0289,-0.0289,7.70E+02,1.04E+01,-1.04E+01,0.025527,3.90E-04,-2.77E-04,3.13041,0.1743,-0.72632,2.69,1.02E+00,-2.50E-01,0.0611,,,1073,,,312.93,344.43,-85.66,16.907,0.941,-0.941,82.2,3,6122,148,-190,4.487,0.045,-0.281,-0.18,0.24,-0.3,0.964,0.368,-0.089,1.041,0.155,-0.132
K00601.03,Kepler-619 c,CONFIRMED,1.208465026,1.67E-06,-1.67E-06,0.0115,0.4258,-0.0113,1.5105,0.0389,-0.0389,2.40E+02,6.70E+00,-6.70E+00,0.014251,3.96E-04,-2.61E-04,3.127,0.2746,-0.94634,1.5,5.70E-01,-1.40E-01,0.0225,,,1768,,,2307.65,2539.89,-631.69,6.227,0.547,-0.547,41.7,3,6122,148,-190,4.487,0.045,-0.281,-0.18,0.24,-0.3,0.964,0.368,-0.089,1.041,0.155,-0.132
K00602.01,Kepler-620 b,CONFIRMED,12.91375431,4.95E-05,-4.95E-05,0.9293,0.0059,-0.6442,6.042,0.146,-0.146,5.13E+02,1.50E+01,-1.50E+01,0.025157,1.74E-04,-4.22E-03,0.04117,0.6096,0,2.74,9.90E-01,-3.50E-01,0.1053,,,849,,,122.66,130.15,-40.13,7.13,3.5,-3.5,40,1,6253,169,-194,4.41,0.092,-0.262,-0.54,0.28,-0.3,0.997,0.36,-0.126,0.93,0.116,-0.1
K00605.01,Kepler-621 b,CONFIRMED,2.628113746,1.77E-06,-1.77E-06,0.7216,0.017,-0.5476,1.8548,0.0247,-0.0247,9.98E+02,1.19E+01,-1.19E+01,0.031073,1.15E-04,-2.34E-03,1.41056,2.27306,-0.06276,1.9,3.10E-01,-3.10E-01,0.0311,,,738,,,70,64.9,-24.25,8.02,3.2,-3.2,105.1,2,3941,369,-73,4.705,0.097,-0.097,-0.03,0.16,-0.16,0.56,0.09,-0.09,0.58,0.09,-0.09
K00610.01,Kepler-622 b,CONFIRMED,14.28226676,2.66E-05,-2.66E-05,0.7247,0.0046,-0.5566,2.7398,0.0709,-0.0709,1.06E+03,2.60E+01,-2.60E+01,0.03202,4.07E-03,-2.22E-03,2.32644,3.71247,-1.89948,1.64,2.10E-01,-2.10E-01,0.0909,,,369,,,4.38,1.5,-1.27,29.3,11.7,-11.7,51.5,1,3679,50,-64,4.784,0.077,-0.077,-0.02,0.1,-0.1,0.47,0.06,-0.06,0.49,0.06,-0.06
K00612.01,Kepler-196 b,CONFIRMED,20.73991798,4.00E-05,-4.00E-05,0.005,0.4332,-0.0048,3.0508,0.0533,-0.0533,6.30E+02,1.52E+01,-1.52E+01,0.02247,7.88E-04,-3.91E-04,6.58628,0.03252,-2.58822,3.68,2.30E+00,-1.54E+00,0.1441,,,756,,,77.37,154.97,-54.08,53.105,0.262,-0.262,47,3,5313,177,-156,4.052,0.442,-0.321,0.12,0.24,-0.26,1.501,0.935,-0.627,0.926,0.106,-0.086
K00612.02,Kepler-196 c,CONFIRMED,47.42766,1.19E-04,-1.19E-04,0.0725,0.3602,-0.0725,5.1655,0.0761,-0.0761,8.50E+02,1.72E+01,-1.72E+01,0.026097,7.07E-04,-5.23E-04,3.11234,0.11056,-1.04773,4.28,2.66E+00,-1.79E+00,0.2501,,,574,,,25.69,51.44,-17.96,71.8,2.6,-2.6,53.1,3,5313,177,-156,4.052,0.442,-0.321,0.12,0.24,-0.26,1.501,0.935,-0.627,0.926,0.106,-0.086
K00614.01,Kepler-434 b,CONFIRMED,12.87471142,4.26E-06,-4.26E-06,0.9385,0.0103,-0.0096,2.2805,0.0255,-0.0255,4.25E+03,3.14E+01,-3.14E+01,0.078066,3.66E-03,-3.94E-03,1.37125,0.0737,-0.16464,8,2.53E+00,-7.00E-01,0.1087,,,768,,,82.36,75.51,-22.24,22.9,1.2,-1.2,225.6,1,5926,154,-189,4.506,0.039,-0.241,-0.04,0.2,-0.3,0.939,0.296,-0.083,1.03,0.098,-0.128
K00618.01,Kepler-623 b,CONFIRMED,9.07097734,1.28E-05,-1.28E-05,0.2634,0.1788,-0.2633,2.7085,0.043,-0.043,1.22E+03,2.30E+01,-2.30E+01,0.031792,7.52E-04,-6.12E-04,3.8261,0.5411,-0.99453,3.23,1.31E+00,-2.70E-01,0.0854,,,825,,,109.61,134.3,-26.94,25.53,3.6,-3.6,60.7,1,5672,164,-159,4.506,0.038,-0.293,0.14,0.18,-0.26,0.929,0.38,-0.075,1.008,0.12,-0.107
K00620.01,Kepler-51 b,CONFIRMED,45.15530074,2.48E-05,-2.48E-05,0.0426,0.1614,-0.0425,5.797,0.0196,-0.0196,6.59E+03,2.56E+01,-2.56E+01,0.074274,3.88E-04,-1.59E-04,2.41833,0.03537,-0.14671,7.88,3.18E+00,-7.20E-01,0.2528,,,523,,,17.68,20.69,-4.9,63.879,0.934,-0.934,297.1,3,6046,149,-197,4.486,0.044,-0.29,-0.08,0.22,-0.3,0.972,0.392,-0.089,1.053,0.172,-0.135
K00620.02,Kepler-51 d,CONFIRMED,130.177466,9.84E-05,-9.84E-05,0.0942,0.083,-0.0942,8.4478,0.0283,-0.0283,1.22E+04,3.64E+01,-3.64E+01,0.101193,2.82E-04,-2.87E-04,2.40528,0.03451,-0.14138,10.74,4.33E+00,-9.80E-01,0.5121,,,367,,,4.31,5.04,-1.2,129.16,1.9,-1.9,382.2,3,6046,149,-197,4.486,0.044,-0.29,-0.08,0.22,-0.3,0.972,0.392,-0.089,1.053,0.172,-0.135
K00620.03,Kepler-51 c,CONFIRMED,85.3165776,2.28E-04,-2.28E-04,0.9675,0.1371,-0.0625,2.81,0.111,-0.111,1.91E+03,7.42E+01,-7.42E+01,0.057511,1.03E-01,-1.49E-02,2.5236,3.52753,-0.9336,6.1,2.47E+00,-5.50E-01,0.3864,,,423,,,7.57,8.86,-2.1,99,46.1,-46.1,32.6,3,6046,149,-197,4.486,0.044,-0.29,-0.08,0.22,-0.3,0.972,0.392,-0.089,1.053,0.172,-0.135
K00623.01,Kepler-197 c,CONFIRMED,10.34971385,2.99E-05,-2.99E-05,0.1681,0.2882,-0.168,4.2854,0.0618,-0.0618,1.25E+02,2.70E+00,-2.70E+00,0.010287,2.51E-04,-1.89E-04,1.09836,0.09791,-0.32298,1.26,4.00E-02,-4.00E-02,0.0905,,,932,,,178.12,23.81,-21.46,18.39,1.6,-1.6,49.3,4,6004,102,-102,4.304,0.016,-0.016,-0.38,0.101,-0.101,1.12,0.033,-0.033,0.922,0.059,-0.059
K00623.02,Kepler-197 d,CONFIRMED,15.67756112,6.22E-05,-6.22E-05,0.0271,0.4027,-0.0271,5.2622,0.0827,-0.0827,1.04E+02,3.00E+00,-3.00E+00,0.009372,2.73E-04,-1.73E-04,0.93309,0.03788,-0.28282,1.15,3.00E-02,-4.00E-02,0.1194,,,811,,,102.33,13.68,-12.33,22.972,0.933,-0.933,29.5,4,6004,102,-102,4.304,0.016,-0.016,-0.38,0.101,-0.101,1.12,0.033,-0.033,0.922,0.059,-0.059
K00623.03,Kepler-197 b,CONFIRMED,5.59931973,1.29E-05,-1.29E-05,0.0084,0.4347,-0.0083,3.7511,0.0577,-0.0577,9.10E+01,2.20E+00,-2.20E+00,0.008752,2.71E-04,-1.10E-04,0.9219,0.0404,-0.32198,1.07,3.00E-02,-3.00E-02,0.0601,,,1143,,,403.88,53.99,-48.65,11.518,0.505,-0.505,47,4,6004,102,-102,4.304,0.016,-0.016,-0.38,0.101,-0.101,1.12,0.033,-0.033,0.922,0.059,-0.059
K00623.04,Kepler-197 e,CONFIRMED,25.2099845,2.36E-04,-2.36E-04,0.6507,0.0248,-0.5112,6.372,0.198,-0.198,5.72E+01,3.40E+00,-3.40E+00,0.007296,1.39E-03,-3.67E-04,0.37423,0.50626,-0.00778,0.89,3.00E-02,-2.00E-02,0.1638,,,693,,,54.37,7.27,-6.55,23.3,10.5,-10.5,18.1,4,6004,102,-102,4.304,0.016,-0.016,-0.38,0.101,-0.101,1.12,0.033,-0.033,0.922,0.059,-0.059
K00624.01,Kepler-198 b,CONFIRMED,17.79002419,2.16E-05,-2.16E-05,0.0242,0.3586,-0.0242,4.4513,0.0356,-0.0356,9.52E+02,1.01E+01,-1.01E+01,0.028028,5.11E-04,-2.44E-04,1.84772,0.04416,-0.40502,2.62,1.00E+00,-2.10E-01,0.1311,,,646,,,41.12,46.44,-9.67,31.384,0.75,-0.75,103.8,3,5733,152,-145,4.551,0.029,-0.276,-0.12,0.24,-0.28,0.855,0.329,-0.068,0.947,0.085,-0.106
K00624.02,Kepler-198 c,CONFIRMED,49.5675359,1.24E-04,-1.24E-04,0.6662,0.1942,-0.4611,3.7425,0.0656,-0.0656,7.31E+02,1.75E+01,-1.75E+01,0.026143,2.23E-03,-1.52E-03,3.79202,4.35347,-2.64561,2.44,9.40E-01,-1.90E-01,0.2596,,,459,,,10.49,11.84,-2.47,79,30.2,-30.2,44.6,3,5733,152,-145,4.551,0.029,-0.276,-0.12,0.24,-0.28,0.855,0.329,-0.068,0.947,0.085,-0.106
K00624.03,Kepler-198 d,CONFIRMED,1.31184443,1.33E-06,-1.33E-06,0.1231,0.2808,-0.123,1.7729,0.0274,-0.0274,2.63E+02,4.60E+00,-4.60E+00,0.014782,3.39E-04,-1.85E-04,2.06258,0.20638,-0.46632,1.38,5.30E-01,-1.10E-01,0.0231,,,1539,,,1324.48,1495.68,-311.6,5.725,0.573,-0.573,66.3,3,5733,152,-145,4.551,0.029,-0.276,-0.12,0.24,-0.28,0.855,0.329,-0.068,0.947,0.085,-0.106
K00626.01,Kepler-624 b,CONFIRMED,14.58649607,2.88E-05,-2.88E-05,0.4381,0.0443,-0.4381,4.0393,0.0561,-0.0561,3.91E+02,8.40E+00,-8.40E+00,0.018484,1.89E-04,-6.45E-04,1.45262,0.6518,-0.14265,2.05,3.20E-01,-1.10E-01,0.119,,,793,,,93.38,39.45,-16.64,25.4,11.4,-11.4,52,2,6157,92,-129,4.449,0.029,-0.124,-0.12,0.12,-0.16,1.014,0.16,-0.055,1.05,0.044,-0.063
K00627.01,Kepler-625 b,CONFIRMED,7.75192492,1.06E-05,-1.06E-05,0.2729,0.1732,-0.2728,3.4849,0.0354,-0.0354,4.06E+02,5.50E+00,-5.50E+00,0.018523,3.23E-04,-3.04E-04,1.46273,0.21965,-0.31905,2.17,5.00E-01,-1.00E-01,0.0807,,,977,,,215.38,133.82,-36.8,16.69,2.5,-2.5,81.4,2,6077,98,-135,4.444,0.023,-0.174,0.21,0.11,-0.17,1.072,0.25,-0.051,1.165,0.095,-0.094
K00627.02,Kepler-625 c,CONFIRMED,4.1653651,1.30E-05,-1.30E-05,0.0903,0.3624,-0.0902,3.2895,0.0672,-0.0672,1.23E+02,4.20E+00,-4.20E+00,0.010118,3.49E-04,-2.21E-04,1.01057,0.08921,-0.35139,1.18,2.80E-01,-5.00E-02,0.0533,,,1202,,,493.74,306.77,-84.35,9.75,0.861,-0.861,32.5,2,6077,98,-135,4.444,0.023,-0.174,0.21,0.11,-0.17,1.072,0.25,-0.051,1.165,0.095,-0.094
K00628.01,Kepler-626 b,CONFIRMED,14.48585199,2.36E-05,-2.36E-05,0.0151,0.4096,-0.0151,2.7143,0.0457,-0.0457,4.69E+02,1.06E+01,-1.06E+01,0.019745,5.67E-04,-2.59E-04,6.47831,0.01187,-2.09184,2.17,4.10E-01,-3.10E-01,0.1086,,,772,,,83.76,43.93,-26,41.5749,0.0762,-0.0762,51.3,1,5741,113,-87,4.341,0.143,-0.127,-0.38,0.16,-0.12,1.008,0.189,-0.145,0.813,0.072,-0.031
K00629.01,Kepler-627 b,CONFIRMED,40.6994443,1.78E-04,-1.78E-04,0.8795,0.0297,-0.6156,7.208,0.116,-0.116,4.57E+02,1.31E+01,-1.31E+01,0.022596,9.40E-05,-2.84E-03,0.13053,0.81383,-0.0443,3.36,1.46E+00,-7.70E-01,0.2327,,,685,,,52.05,67.81,-25.09,22.5,10.8,-10.8,38.1,1,6419,181,-217,4.175,0.208,-0.236,-0.48,0.28,-0.3,1.362,0.593,-0.312,1.012,0.195,-0.119
K00631.01,Kepler-628 b,CONFIRMED,15.4580567,2.95E-06,-2.95E-06,0.0112,0.0566,-0.0112,8.79607,0.00504,-0.00504,4.33E+03,4.50E+00,-4.50E+00,0.059812,5.30E-05,-3.40E-05,0.22864,0.0005,-0.00187,9.19,1.82E+00,-1.55E+00,0.1241,,,872,,,136.4,73.43,-50.01,14.2408,0.0311,-0.0311,1127.5,1,5868,102,-125,4.169,0.134,-0.12,0.1,0.14,-0.14,1.407,0.279,-0.238,1.066,0.127,-0.087
K00632.01,Kepler-629 b,CONFIRMED,7.2385854,1.18E-05,-1.18E-05,0.1012,0.3728,-0.1012,3.1069,0.0432,-0.0432,2.76E+02,5.40E+00,-5.40E+00,0.014953,5.11E-04,-2.65E-04,2.10013,0.12679,-0.71164,1.43,2.20E-01,-8.00E-02,0.0706,,,846,,,121.04,53.06,-21.09,17.98,1.1,-1.1,60.5,1,5441,106,-103,4.504,0.044,-0.12,0.04,0.16,-0.14,0.877,0.135,-0.049,0.894,0.051,-0.05
K00633.01,Kepler-630 b,CONFIRMED,161.4743937,9.01E-04,-9.01E-04,0.76,0.0485,-0.5236,10.598,0.21,-0.21,7.88E+02,2.10E+01,-2.10E+01,0.027957,2.97E-04,-2.13E-03,0.37945,0.78284,-0.02179,4.79,2.24E+00,-1.55E+00,0.5755,,,440,,,8.83,12.51,-5.25,80.6,33.2,-33.2,45.3,1,6036,176,-182,4.035,0.318,-0.227,-0.38,0.32,-0.28,1.569,0.734,-0.507,0.974,0.208,-0.126
K00638.01,Kepler-199 b,CONFIRMED,23.64219092,2.47E-05,-2.47E-05,0.1054,0.1658,-0.1053,5.0218,0.0285,-0.0285,1.17E+03,1.14E+01,-1.14E+01,0.031323,2.95E-04,-2.02E-04,1.70087,0.03222,-0.22366,3.87,1.49E+00,-6.10E-01,0.1602,,,702,,,57.39,64.71,-21.23,36.903,0.699,-0.699,110.9,2,5989,156,-179,4.322,0.136,-0.247,-0.16,0.26,-0.28,1.131,0.436,-0.177,0.979,0.165,-0.11
K00638.02,Kepler-199 c,CONFIRMED,67.0932997,1.35E-04,-1.35E-04,0.0388,0.3028,-0.0384,6.9062,0.053,-0.053,1.29E+03,1.64E+01,-1.64E+01,0.032889,5.34E-04,-2.42E-04,1.88919,0.02708,-0.4342,4.06,1.57E+00,-6.30E-01,0.3211,,,496,,,14.28,16.11,-5.28,76.61,1.1,-1.1,82.8,2,5989,156,-179,4.322,0.136,-0.247,-0.16,0.26,-0.28,1.131,0.436,-0.177,0.979,0.165,-0.11
K00639.01,Kepler-631 b,CONFIRMED,17.97979059,3.77E-05,-3.77E-05,0.0884,0.3043,-0.0883,5.6021,0.0551,-0.0551,4.76E+02,7.60E+00,-7.60E+00,0.020145,3.36E-04,-2.77E-04,0.90621,0.0154,-0.29389,2.18,8.20E-01,-2.40E-01,0.133,,,769,,,82.87,92.5,-25.03,24.926,0.424,-0.424,72.4,1,6397,168,-202,4.434,0.071,-0.273,-0.58,0.26,-0.3,0.989,0.377,-0.108,0.968,0.118,-0.108
K00640.01,Kepler-632 b,CONFIRMED,30.99660733,4.76E-05,-4.76E-05,0.479,0.3887,-0.2803,2.7959,0.0438,-0.0438,6.84E+02,1.36E+01,-1.36E+01,0.02419,3.57E-03,-6.58E-04,8.87544,3.39054,-6.22106,2.42,3.50E-01,-2.30E-01,0.1813,,,524,,,17.77,7.68,-4.28,76.7,29.3,-29.3,61.2,1,5275,121,-96,4.429,0.094,-0.101,0.06,0.16,-0.12,0.918,0.132,-0.088,0.825,0.073,-0.032
K00645.01,Kepler-633 b,CONFIRMED,8.50340718,2.68E-05,-2.68E-05,0.2223,0.2267,-0.2221,2.8346,0.0829,-0.0829,1.93E+02,7.70E+00,-7.70E+00,0.012871,3.56E-04,-4.11E-04,3.0417,0.4941,-0.8724,2.18,9.80E-01,-6.70E-01,0.0824,,,1201,,,492.55,664.32,-284.58,22.65,3.7,-3.7,27.9,2,6282,175,-209,4.071,0.285,-0.229,-0.4,0.3,-0.3,1.549,0.698,-0.472,1.03,0.232,-0.142
K00647.01,Kepler-634 b,CONFIRMED,5.16950177,1.03E-05,-1.03E-05,0.2322,0.2165,-0.232,4.507,0.0482,-0.0482,2.14E+02,3.60E+00,-3.60E+00,0.013544,2.67E-04,-2.14E-04,0.46085,0.05638,-0.11399,1.61,6.90E-01,-1.90E-01,0.0592,,,1222,,,526.76,656.12,-168.63,8.67,1.1,-1.1,66.3,2,6458,162,-209,4.378,0.082,-0.276,-0.42,0.24,-0.32,1.089,0.464,-0.13,1.028,0.172,-0.114
K00649.01,Kepler-635 b,CONFIRMED,23.44971004,7.67E-05,-7.67E-05,0.0237,0.4296,-0.0231,8.6525,0.0822,-0.0822,3.14E+02,5.40E+00,-5.40E+00,0.016193,4.81E-04,-1.68E-04,0.32051,0.00138,-0.14167,2.53,6.70E-01,-4.40E-01,0.1697,,,779,,,86.97,60.28,-32.99,21.042,0.0906,-0.0906,72.1,1,6078,94,-135,4.199,0.135,-0.164,0.12,0.1,-0.14,1.432,0.375,-0.252,1.186,0.121,-0.122
K00652.01,Kepler-636 b,CONFIRMED,16.08066115,5.60E-06,-5.60E-06,0.0448,0.2741,-0.0448,2.8707,0.0151,-0.0151,3.20E+03,1.35E+01,-1.35E+01,0.050721,7.08E-04,-3.51E-04,6.63428,0.04647,-1.68337,2.8,1.80E-01,-1.60E-01,0.1022,,,461,,,10.71,2.77,-2.27,44.928,0.315,-0.315,288.4,1,4700,128,-139,4.77,0.032,-0.042,-1.44,0.3,-0.32,0.506,0.032,-0.029,0.549,0.022,-0.03
K00654.01,Kepler-200 b,CONFIRMED,8.59479202,2.47E-05,-2.47E-05,0.9269,0.0247,-0.6426,3.5432,0.0831,-0.0831,3.51E+02,1.06E+01,-1.06E+01,0.020929,2.60E-04,-3.42E-03,0.13059,1.75364,-0.06924,2.92,1.45E+00,-5.90E-01,0.0832,,,1046,,,283.03,418.81,-123.65,7.99,4,-4,38.5,2,6053,153,-186,4.242,0.177,-0.262,-0.1,0.24,-0.3,1.277,0.636,-0.257,1.038,0.233,-0.13
K00654.02,Kepler-200 c,CONFIRMED,10.22214214,3.33E-05,-3.33E-05,0.1392,0.3089,-0.1391,1.1284,0.0975,-0.0975,2.39E+02,2.18E+01,-2.18E+01,0.014262,1.07E-03,-4.74E-04,60.86001,16.50599,-28.25466,1.99,9.90E-01,-4.00E-01,0.0934,,,987,,,224.58,332.34,-98.11,69.5,18.9,-18.9,14,2,6053,153,-186,4.242,0.177,-0.262,-0.1,0.24,-0.3,1.277,0.636,-0.257,1.038,0.233,-0.13
K00655.01,Kepler-201 b,CONFIRMED,25.67212848,5.54E-05,-5.54E-05,0.7959,0.0273,-0.5445,5.8432,0.091,-0.091,3.96E+02,5.60E+00,-5.60E+00,0.020131,2.83E-04,-1.73E-03,0.28265,0.72313,-0.0956,2.73,5.90E-01,-3.40E-01,0.1758,,,718,,,62.91,35.6,-18.43,21.43,9.1,-9.1,81.3,2,6131,86,-132,4.292,0.096,-0.146,0.04,0.1,-0.14,1.24,0.269,-0.151,1.096,0.109,-0.067
K00655.02,Kepler-201 c,CONFIRMED,151.8861943,9.95E-04,-9.95E-04,0.134,0.3121,-0.1339,11.628,0.144,-0.144,3.47E+02,8.50E+00,-8.50E+00,0.017057,4.41E-04,-2.73E-04,0.83509,0.07487,-0.22736,2.31,5.00E-01,-2.80E-01,0.5752,,,397,,,5.88,3.32,-1.73,100.61,9,-9,41.8,2,6131,86,-132,4.292,0.096,-0.146,0.04,0.1,-0.14,1.24,0.269,-0.151,1.096,0.109,-0.067
K00657.01,Kepler-202 b,CONFIRMED,4.069428401,4.32E-06,-4.32E-06,0.7897,0.0267,-0.5432,2.0949,0.0287,-0.0287,5.65E+02,9.90E+00,-9.90E+00,0.024329,1.13E-04,-2.74E-03,1.04914,2.53579,-0.17239,1.91,2.10E-01,-1.40E-01,0.0455,,,843,,,119.56,45.84,-27.26,9.72,4.7,-4.7,67.7,2,4806,148,-122,4.603,0.031,-0.059,0,0.3,-0.3,0.72,0.077,-0.054,0.758,0.069,-0.068
K00657.02,Kepler-202 c,CONFIRMED,16.28248353,2.58E-05,-2.58E-05,0.322,0.1093,-0.3219,2.8842,0.0449,-0.0449,8.35E+02,1.56E+01,-1.56E+01,0.025927,4.83E-04,-7.79E-04,5.29216,0.9999,-1.22427,2.04,2.20E-01,-1.50E-01,0.1147,,,531,,,18.81,7.22,-4.29,42.02,7.9,-7.9,55.7,2,4806,148,-122,4.603,0.031,-0.059,0,0.3,-0.3,0.72,0.077,-0.054,0.758,0.069,-0.068
K00658.01,Kepler-203 b,CONFIRMED,3.162691238,2.55E-06,-2.55E-06,0.6944,0.0278,-0.503,1.9367,0.025,-0.025,5.26E+02,6.90E+00,-6.90E+00,0.022411,6.30E-05,-1.33E-03,1.56956,1.98115,-0.31803,2.29,9.40E-01,-2.00E-01,0.0424,,,1234,,,547.43,652.54,-146.77,9.4,4,-4,88.8,3,5949,152,-182,4.5,0.042,-0.294,-0.1,0.22,-0.3,0.937,0.382,-0.084,1.013,0.129,-0.127
K00658.02,Kepler-203 c,CONFIRMED,5.370645868,5.63E-06,-5.63E-06,0.1019,0.3059,-0.1019,2.046,0.0268,-0.0268,5.19E+02,8.20E+00,-8.20E+00,0.02087,4.52E-04,-2.58E-04,5.54994,0.27073,-1.44171,2.14,8.70E-01,-2.00E-01,0.0603,,,1034,,,270.66,322.63,-72.57,20.378,0.994,-0.994,72.4,3,5949,152,-182,4.5,0.042,-0.294,-0.1,0.22,-0.3,0.937,0.382,-0.084,1.013,0.129,-0.127
K00658.03,Kepler-203 d,CONFIRMED,11.32975018,5.81E-05,-5.81E-05,0.5332,0.3997,-0.3238,3.952,0.12,-0.12,1.74E+02,8.50E+00,-8.50E+00,0.012452,2.64E-03,-4.48E-04,0.98943,0.74995,-0.02092,1.27,5.20E-01,-1.10E-01,0.0992,,,806,,,100.01,119.21,-26.81,18.86,7.1,-7.1,27.4,3,5949,152,-182,4.5,0.042,-0.294,-0.1,0.22,-0.3,0.937,0.382,-0.084,1.013,0.129,-0.127
